"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.66390409742241E-4
0.06999999999999999,6.665463469335566E-4
0.13999999999999999,6.665463469335566E-4
0.21000000000000002,6.664123802303637E-4
0.27999999999999997,6.664123802303637E-4
0.35,6.675316613371775E-4
0.42000000000000004,6.675316613371775E-4
0.49000000000000005,6.754491105336502E-4
0.5599999999999999,6.754491105336502E-4
0.63,6.754491105336502E-4
0.7,6.756133112318251E-4
0.77,6.756133112318251E-4
0.8400000000000001,6.756133112318251E-4
0.91,6.709437693998374E-4
0.9800000000000001,6.709437693998374E-4
1.05,6.688835242209301E-4
1.1199999999999999,6.688835242209301E-4
1.1900000000000002,6.688835242209301E-4
1.26,6.624892239497365E-4
1.33,6.624892239497365E-4
1.4,6.610192637001897E-4
1.47,6.610192637001897E-4
1.54,6.625839280233159E-4
1.6100000000000003,6.625839280233159E-4
1.6800000000000002,6.625839280233159E-4
1.7500000000000002,6.80646583439644E-4
1.82,6.80646583439644E-4
1.89,7.5501526768677E-4
1.9600000000000002,7.5501526768677E-4
2.0300000000000002,0.0014564998339166137
