"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.832363307353677E-4
0.06999999999999999,6.832258924187331E-4
0.13999999999999999,6.832258924187331E-4
0.21000000000000002,6.837723201523564E-4
0.27999999999999997,6.837723201523564E-4
0.35,6.846429247125721E-4
0.42000000000000004,6.846429247125721E-4
0.49000000000000005,6.856919285352466E-4
0.5599999999999999,6.856919285352466E-4
0.63,6.856919285352466E-4
0.7,6.870680842810061E-4
0.77,6.870680842810061E-4
0.8400000000000001,6.870680842810061E-4
0.91,6.880310672245511E-4
0.9800000000000001,6.880310672245511E-4
1.05,6.88792798322056E-4
1.1199999999999999,6.88792798322056E-4
1.1900000000000002,6.88792798322056E-4
1.26,6.893379344210874E-4
1.33,6.893379344210874E-4
1.4,6.900628033282056E-4
1.47,6.900628033282056E-4
1.54,6.90352208724272E-4
1.6100000000000003,6.90352208724272E-4
1.6800000000000002,6.90352208724272E-4
1.7500000000000002,6.92659314167595E-4
1.82,6.92659314167595E-4
1.89,7.214117612037719E-4
1.9600000000000002,7.214117612037719E-4
2.0300000000000002,0.0013464612621145581
