"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,873.7260008822993
0.06999999999999999,873.6958863264625
0.13999999999999999,873.6958863264625
0.21000000000000002,873.2713725312396
0.27999999999999997,873.2713725312396
0.35,872.4127458126846
0.42000000000000004,872.4127458126846
0.49000000000000005,871.1807053729163
0.5599999999999999,871.1807053729163
0.63,871.1807053729163
0.7,868.000922642908
0.77,868.000922642908
0.8400000000000001,868.000922642908
0.91,864.7041258120138
0.9800000000000001,864.7041258120138
1.05,862.4036912306285
1.1199999999999999,862.4036912306285
1.1900000000000002,862.4036912306285
1.26,861.7399279665731
1.33,861.7399279665731
1.4,861.6404860574364
1.47,861.6404860574364
1.54,862.7783140855915
1.6100000000000003,862.7783140855915
1.6800000000000002,862.7783140855915
1.7500000000000002,864.2479085415437
1.82,864.2479085415437
1.89,863.5909346240245
1.9600000000000002,863.5909346240245
2.0300000000000002,588.5960843211366
