"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.056735861426695365
0.06999999999999999,0.05608264891050967
0.13999999999999999,0.05608264891050967
0.21000000000000002,0.054625480654229855
0.27999999999999997,0.054625480654229855
0.35,0.052628401670445905
0.42000000000000004,0.052628401670445905
0.49000000000000005,0.04905795236095262
0.5599999999999999,0.04905795236095262
0.63,0.04905795236095262
0.7,0.04197133536898445
0.77,0.04197133536898445
0.8400000000000001,0.04197133536898445
0.91,0.03393946167951092
0.9800000000000001,0.03393946167951092
1.05,0.023988725247550732
1.1199999999999999,0.023988725247550732
1.1900000000000002,0.023988725247550732
1.26,0.015606602458585929
1.33,0.015606602458585929
1.4,0.010608063667776306
1.47,0.010608063667776306
1.54,0.00651757678431298
1.6100000000000003,0.00651757678431298
1.6800000000000002,0.00651757678431298
1.7500000000000002,0.004520389222372189
1.82,0.004520389222372189
1.89,0.003620109974185607
1.9600000000000002,0.003620109974185607
2.0300000000000002,0.004898897047071299
