"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.04427775757793907
0.06999999999999999,0.04180751781029105
0.13999999999999999,0.04180751781029105
0.21000000000000002,0.04012851733516024
0.27999999999999997,0.04012851733516024
0.35,0.03697195033427703
0.42000000000000004,0.03697195033427703
0.49000000000000005,0.0315113246289705
0.5599999999999999,0.0315113246289705
0.63,0.0315113246289705
0.7,0.023658607366530072
0.77,0.023658607366530072
0.8400000000000001,0.023658607366530072
0.91,0.016957821174812888
0.9800000000000001,0.016957821174812888
1.05,0.010961215729707157
1.1199999999999999,0.010961215729707157
1.1900000000000002,0.010961215729707157
1.26,0.007045806857610333
1.33,0.007045806857610333
1.4,0.005067590737257605
1.47,0.005067590737257605
1.54,0.003688458594299769
1.6100000000000003,0.003688458594299769
1.6800000000000002,0.003688458594299769
1.7500000000000002,0.0029824965568806235
1.82,0.0029824965568806235
1.89,0.002688747439058132
1.9600000000000002,0.002688747439058132
2.0300000000000002,0.004362325196090063
