"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.454467305957069E-4
0.06999999999999999,6.458622370069356E-4
0.13999999999999999,6.458622370069356E-4
0.21000000000000002,6.464583149309211E-4
0.27999999999999997,6.464583149309211E-4
0.35,6.491486392360547E-4
0.42000000000000004,6.491486392360547E-4
0.49000000000000005,6.544943242666565E-4
0.5599999999999999,6.544943242666565E-4
0.63,6.544943242666565E-4
0.7,6.559686187234197E-4
0.77,6.559686187234197E-4
0.8400000000000001,6.559686187234197E-4
0.91,6.536282309402019E-4
0.9800000000000001,6.536282309402019E-4
1.05,6.512743581873982E-4
1.1199999999999999,6.512743581873982E-4
1.1900000000000002,6.512743581873982E-4
1.26,6.509750413009472E-4
1.33,6.509750413009472E-4
1.4,6.502893509838742E-4
1.47,6.502893509838742E-4
1.54,6.571842402081609E-4
1.6100000000000003,6.571842402081609E-4
1.6800000000000002,6.571842402081609E-4
1.7500000000000002,6.919390596891678E-4
1.82,6.919390596891678E-4
1.89,8.065784035482936E-4
1.9600000000000002,8.065784035482936E-4
2.0300000000000002,0.0015418412474586152
