"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.058961101491726176
0.06999999999999999,0.0561656029022975
0.13999999999999999,0.0561656029022975
0.21000000000000002,0.05312020175014817
0.27999999999999997,0.05312020175014817
0.35,0.04841308909543572
0.42000000000000004,0.04841308909543572
0.49000000000000005,0.04152575599347135
0.5599999999999999,0.04152575599347135
0.63,0.04152575599347135
0.7,0.03143083007633313
0.77,0.03143083007633313
0.8400000000000001,0.03143083007633313
0.91,0.022844975067848262
0.9800000000000001,0.022844975067848262
1.05,0.015131762050788611
1.1199999999999999,0.015131762050788611
1.1900000000000002,0.015131762050788611
1.26,0.009803485768343835
1.33,0.009803485768343835
1.4,0.00687118986994026
1.47,0.00687118986994026
1.54,0.004762373175920163
1.6100000000000003,0.004762373175920163
1.6800000000000002,0.004762373175920163
1.7500000000000002,0.0036797829551606857
1.82,0.0036797829551606857
1.89,0.0031317049226868856
1.9600000000000002,0.0031317049226868856
2.0300000000000002,0.004650791991712479
