"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.230751140873178E-4
0.06999999999999999,6.220893212885102E-4
0.13999999999999999,6.220893212885102E-4
0.21000000000000002,6.241661456246607E-4
0.27999999999999997,6.241661456246607E-4
0.35,6.257504356629016E-4
0.42000000000000004,6.257504356629016E-4
0.49000000000000005,6.24996280162296E-4
0.5599999999999999,6.24996280162296E-4
0.63,6.24996280162296E-4
0.7,6.242027410023816E-4
0.77,6.242027410023816E-4
0.8400000000000001,6.242027410023816E-4
0.91,6.214017521315907E-4
0.9800000000000001,6.214017521315907E-4
1.05,6.172855911200064E-4
1.1199999999999999,6.172855911200064E-4
1.1900000000000002,6.172855911200064E-4
1.26,6.126062065272315E-4
1.33,6.126062065272315E-4
1.4,6.183245584845141E-4
1.47,6.183245584845141E-4
1.54,6.449452942508358E-4
1.6100000000000003,6.449452942508358E-4
1.6800000000000002,6.449452942508358E-4
1.7500000000000002,7.224684060944188E-4
1.82,7.224684060944188E-4
1.89,8.96987296435746E-4
1.9600000000000002,8.96987296435746E-4
2.0300000000000002,0.0016756232573271574
