"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.53825460221451E-4
0.06999999999999999,6.538807111834364E-4
0.13999999999999999,6.538807111834364E-4
0.21000000000000002,6.544380465160422E-4
0.27999999999999997,6.544380465160422E-4
0.35,6.569399105979427E-4
0.42000000000000004,6.569399105979427E-4
0.49000000000000005,6.648974806678956E-4
0.5599999999999999,6.648974806678956E-4
0.63,6.648974806678956E-4
0.7,6.661477716490871E-4
0.77,6.661477716490871E-4
0.8400000000000001,6.661477716490871E-4
0.91,6.620835704130705E-4
0.9800000000000001,6.620835704130705E-4
1.05,6.595971784103031E-4
1.1199999999999999,6.595971784103031E-4
1.1900000000000002,6.595971784103031E-4
1.26,6.561409994619928E-4
1.33,6.561409994619928E-4
1.4,6.550436462335731E-4
1.47,6.550436462335731E-4
1.54,6.596765848002736E-4
1.6100000000000003,6.596765848002736E-4
1.6800000000000002,6.596765848002736E-4
1.7500000000000002,6.88430123194949E-4
1.82,6.88430123194949E-4
1.89,7.887241579730987E-4
1.9600000000000002,7.887241579730987E-4
2.0300000000000002,0.0015145949993177537
