"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.859523154730522E-4
0.06999999999999999,6.859836108480198E-4
0.13999999999999999,6.859836108480198E-4
0.21000000000000002,6.862274125692135E-4
0.27999999999999997,6.862274125692135E-4
0.35,6.867237899068749E-4
0.42000000000000004,6.867237899068749E-4
0.49000000000000005,6.875245690674528E-4
0.5599999999999999,6.875245690674528E-4
0.63,6.875245690674528E-4
0.7,6.88549838483555E-4
0.77,6.88549838483555E-4
0.8400000000000001,6.88549838483555E-4
0.91,6.89417815219471E-4
0.9800000000000001,6.89417815219471E-4
1.05,6.906452615646657E-4
1.1199999999999999,6.906452615646657E-4
1.1900000000000002,6.906452615646657E-4
1.26,6.924057234433038E-4
1.33,6.924057234433038E-4
1.4,6.940349780856363E-4
1.47,6.940349780856363E-4
1.54,6.952489591254538E-4
1.6100000000000003,6.952489591254538E-4
1.6800000000000002,6.952489591254538E-4
1.7500000000000002,6.97161327568794E-4
1.82,6.97161327568794E-4
1.89,7.200319999337726E-4
1.9600000000000002,7.200319999337726E-4
2.0300000000000002,0.0013214778201157773
