"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,942.0926660435526
0.06999999999999999,941.5282158275364
0.13999999999999999,941.5282158275364
0.21000000000000002,939.4425587602453
0.27999999999999997,939.4425587602453
0.35,935.3317420957067
0.42000000000000004,935.3317420957067
0.49000000000000005,930.9645822674476
0.5599999999999999,930.9645822674476
0.63,930.9645822674476
0.7,929.2455298317543
0.77,929.2455298317543
0.8400000000000001,929.2455298317543
0.91,934.1493815741526
0.9800000000000001,934.1493815741526
1.05,937.3507606119758
1.1199999999999999,937.3507606119758
1.1900000000000002,937.3507606119758
1.26,938.4456981522907
1.33,938.4456981522907
1.4,935.851789243355
1.47,935.851789243355
1.54,916.5647052860829
1.6100000000000003,916.5647052860829
1.6800000000000002,916.5647052860829
1.7500000000000002,852.325332240495
1.82,852.325332240495
1.89,709.0934794524597
1.9600000000000002,709.0934794524597
2.0300000000000002,375.74699008220966
