"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,7.04827482713102E-4
0.06999999999999999,7.04326415562756E-4
0.13999999999999999,7.04326415562756E-4
0.21000000000000002,7.043304448548564E-4
0.27999999999999997,7.043304448548564E-4
0.35,7.042413283999159E-4
0.42000000000000004,7.042413283999159E-4
0.49000000000000005,7.036795740583903E-4
0.5599999999999999,7.036795740583903E-4
0.63,7.036795740583903E-4
0.7,7.026264819787583E-4
0.77,7.026264819787583E-4
0.8400000000000001,7.026264819787583E-4
0.91,7.012635763610391E-4
0.9800000000000001,7.012635763610391E-4
1.05,6.993200037558792E-4
1.1199999999999999,6.993200037558792E-4
1.1900000000000002,6.993200037558792E-4
1.26,6.980442976654636E-4
1.33,6.980442976654636E-4
1.4,6.967765243714969E-4
1.47,6.967765243714969E-4
1.54,6.951675563857746E-4
1.6100000000000003,6.951675563857746E-4
1.6800000000000002,6.951675563857746E-4
1.7500000000000002,6.94441455091284E-4
1.82,6.94441455091284E-4
1.89,7.105185727057854E-4
1.9600000000000002,7.105185727057854E-4
2.0300000000000002,0.001281129961982055
