"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,1746.8428048017333
0.06999999999999999,1746.554221540579
0.13999999999999999,1746.554221540579
0.21000000000000002,1747.780935472449
0.27999999999999997,1747.780935472449
0.35,1750.0333421897612
0.42000000000000004,1750.0333421897612
0.49000000000000005,1751.4254079811046
0.5599999999999999,1751.4254079811046
0.63,1751.4254079811046
0.7,1753.9785195774173
0.77,1753.9785195774173
0.8400000000000001,1753.9785195774173
0.91,1755.9040041390808
0.9800000000000001,1755.9040041390808
1.05,1758.0149865667825
1.1199999999999999,1758.0149865667825
1.1900000000000002,1758.0149865667825
1.26,1760.5389066461391
1.33,1760.5389066461391
1.4,1759.9758590912663
1.47,1759.9758590912663
1.54,1739.6427638907462
1.6100000000000003,1739.6427638907462
1.6800000000000002,1739.6427638907462
1.7500000000000002,1666.2904909915535
1.82,1666.2904909915535
1.89,1484.5214052635988
1.9600000000000002,1484.5214052635988
2.0300000000000002,679.0433779693535
