"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,910.8561875104435
0.06999999999999999,910.7709881726406
0.13999999999999999,910.7709881726406
0.21000000000000002,909.4827355939977
0.27999999999999997,909.4827355939977
0.35,905.3505474627424
0.42000000000000004,905.3505474627424
0.49000000000000005,899.4578709946679
0.5599999999999999,899.4578709946679
0.63,899.4578709946679
0.7,897.1556398267173
0.77,897.1556398267173
0.8400000000000001,897.1556398267173
0.91,899.9074560389723
0.9800000000000001,899.9074560389723
1.05,903.344589430329
1.1199999999999999,903.344589430329
1.1900000000000002,903.344589430329
1.26,905.15410441177
1.33,905.15410441177
1.4,905.2971163328505
1.47,905.2971163328505
1.54,895.227888544707
1.6100000000000003,895.227888544707
1.6800000000000002,895.227888544707
1.7500000000000002,847.3102390053266
1.82,847.3102390053266
1.89,724.5055770880042
1.9600000000000002,724.5055770880042
2.0300000000000002,379.42278111117326
