"Line Probe: Direction [1,0,0] (cm)","Line Probe: Temperature (K)"
234.26986799999997,1803.479481695441
234.51189599999998,1799.6375367720032
234.75392399999996,1798.5229804223416
234.99595199999996,1800.3623204322994
235.23797999999996,1800.3293736398189
235.48000799999994,1798.7751271688926
235.72203599999997,1793.6372856299643
235.96406399999998,1789.302299185753
236.20609199999998,1785.4347607259747
236.44811999999996,1782.7208570178404
236.69014799999997,1781.9530927711787
236.932176,1779.2373753623724
237.174204,1770.226815299081
237.41623199999998,1767.127825080815
237.65825999999998,1764.13892069762
237.900288,1761.3581626540247
238.14231599999997,1760.175740712524
238.38434399999997,1760.2177934095985
238.62637199999995,1768.8195383052064
238.86839999999995,1777.6863047818938
239.11042799999998,1793.0379185613106
239.352456,1795.6646915744113
239.594484,1794.0513289303187
239.83651199999997,1787.270236873986
240.07853999999998,1785.7740145694795
240.32056799999995,1782.8647020059086
240.562596,1776.119308499599
240.804624,1777.868101076607
241.046652,1782.4436424845583
241.28867999999997,1784.7880120099985
241.53070799999998,1779.5458580274862
241.77273599999998,1775.1073501538988
242.01476399999996,1779.6175586039756
242.25679199999996,1788.5368351083944
242.49881999999997,1795.7149721080336
242.740848,1780.2185936651822
242.98287599999998,1760.822632336759
243.22490399999998,1744.4324026845802
243.46693199999999,1717.1618100880987
243.70895999999996,1701.1190104866334
243.950988,1664.21668418306
244.193016,1131.5828427685572
244.435044,1067.9393915220046
244.67707199999998,1066.9403439261143
244.9191,1068.2846680663463
245.161128,1065.3066107025775
245.40315599999997,1064.1531127018231
245.64518399999997,1067.0174019305684
245.88721199999995,1068.0874935828645
246.12924,1072.1164236566183
246.371268,1077.7314349093685
246.613296,1082.6345381356027
246.855324,1089.701700603145
247.09735199999997,1090.6315247556797
247.33937999999998,1089.7211171244705
247.581408,1085.490546132165
247.82343600000002,1080.192491015297
248.065464,1073.3641698896458
248.307492,1064.0650354488482
248.54951999999997,1062.1302694933786
248.79154799999998,1058.0552651196158
249.03357599999998,1055.6373091754278
249.27560399999996,1055.2564222390008
258.714696,1050.9474847162699
258.956724,1044.2145331045176
259.198752,1039.9288649887126
259.44077999999996,1037.748177655242
259.68280799999997,1041.819443021842
259.92483599999997,1044.7494669337505
260.166864,1052.108766162755
260.408892,1055.7825860290118
260.65092,1058.8990485233405
260.892948,1054.4660655353216
261.134976,1051.1361071738875
261.377004,1048.4376153763064
261.619032,1044.442700184072
261.86105999999995,1041.797280848918
262.10308799999996,1040.9843690625232
262.345116,1041.4516494011993
262.587144,1044.623499940147
262.82917199999997,1049.1854956764837
263.0712,1054.5097090135926
263.313228,1055.8730610637238
263.555256,1056.3081156688074
263.797284,1051.8225039250333
264.03931199999994,1045.3165291804023
264.28133999999994,1037.4651741869554
264.523368,1036.2864198173731
264.76539599999995,1038.3513930780155
265.00742399999996,1042.3579872152036
265.24945199999996,1046.767519245319
265.49147999999997,1046.5810490627064
249.51763199999996,1055.3799716728627
249.75965999999997,1061.2606702795392
250.00168799999994,1062.7243814740423
250.24371599999998,1064.5487063789183
250.48574399999998,1070.0772901769649
250.727772,1071.553865947222
250.96979999999996,1074.1308367611286
251.21182799999997,1094.1246251570824
251.45385599999997,1103.7109285775277
251.695884,1112.2084638147035
251.93791199999998,1119.1797122452463
252.17994,1117.180193298805
252.421968,1107.912287296335
252.66399599999997,1081.1146073273312
252.90602399999997,1068.5302010793562
253.14805199999995,1053.9556584188495
253.39007999999995,1049.764477246209
253.63210799999996,1045.4744269840069
253.874136,1039.029353859432
254.116164,1037.6792234822176
254.35819199999997,1037.0396120971002
