"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.35530175206041E-4
0.06999999999999999,6.357220311322393E-4
0.13999999999999999,6.357220311322393E-4
0.21000000000000002,6.372145828241297E-4
0.27999999999999997,6.372145828241297E-4
0.35,6.397953302519015E-4
0.42000000000000004,6.397953302519015E-4
0.49000000000000005,6.425515741654481E-4
0.5599999999999999,6.425515741654481E-4
0.63,6.425515741654481E-4
0.7,6.430596613135097E-4
0.77,6.430596613135097E-4
0.8400000000000001,6.430596613135097E-4
0.91,6.386966513950952E-4
0.9800000000000001,6.386966513950952E-4
1.05,6.357170633715933E-4
1.1199999999999999,6.357170633715933E-4
1.1900000000000002,6.357170633715933E-4
1.26,6.311069836217519E-4
1.33,6.311069836217519E-4
1.4,6.332337527832716E-4
1.47,6.332337527832716E-4
1.54,6.491196332412381E-4
1.6100000000000003,6.491196332412381E-4
1.6800000000000002,6.491196332412381E-4
1.7500000000000002,7.08478955949874E-4
1.82,7.08478955949874E-4
1.89,8.610756752138477E-4
1.9600000000000002,8.610756752138477E-4
2.0300000000000002,0.0016225578122851761
