"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,921.6166991929261
0.06999999999999999,921.4768375686735
0.13999999999999999,921.4768375686735
0.21000000000000002,919.8088724965467
0.27999999999999997,919.8088724965467
0.35,915.4570217665488
0.42000000000000004,915.4570217665488
0.49000000000000005,908.227173958313
0.5599999999999999,908.227173958313
0.63,908.227173958313
0.7,905.6990333295363
0.77,905.6990333295363
0.8400000000000001,905.6990333295363
0.91,909.8177247013161
0.9800000000000001,909.8177247013161
1.05,912.8513881979856
1.1199999999999999,912.8513881979856
1.1900000000000002,912.8513881979856
1.26,913.2029940663245
1.33,913.2029940663245
1.4,912.4932697330665
1.47,912.4932697330665
1.54,899.4969485205685
1.6100000000000003,899.4969485205685
1.6800000000000002,899.4969485205685
1.7500000000000002,846.6790226914771
1.82,846.6790226914771
1.89,716.06455558684
1.9600000000000002,716.06455558684
2.0300000000000002,376.49002422149016
