"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.253045714866634E-4
0.06999999999999999,6.247774007286353E-4
0.13999999999999999,6.247774007286353E-4
0.21000000000000002,6.267594187441646E-4
0.27999999999999997,6.267594187441646E-4
0.35,6.285526864664292E-4
0.42000000000000004,6.285526864664292E-4
0.49000000000000005,6.275451857249018E-4
0.5599999999999999,6.275451857249018E-4
0.63,6.275451857249018E-4
0.7,6.269957353233333E-4
0.77,6.269957353233333E-4
0.8400000000000001,6.269957353233333E-4
0.91,6.240536901887636E-4
0.9800000000000001,6.240536901887636E-4
1.05,6.202805128379484E-4
1.1199999999999999,6.202805128379484E-4
1.1900000000000002,6.202805128379484E-4
1.26,6.181554302072195E-4
1.33,6.181554302072195E-4
1.4,6.227811748013139E-4
1.47,6.227811748013139E-4
1.54,6.467114014575773E-4
1.6100000000000003,6.467114014575773E-4
1.6800000000000002,6.467114014575773E-4
1.7500000000000002,7.184642812405825E-4
1.82,7.184642812405825E-4
1.89,8.881807901833752E-4
1.9600000000000002,8.881807901833752E-4
2.0300000000000002,0.0016583121398127745
