"Line Probe: Direction [1,0,0] (cm)","Line Probe: Density (kg/m^3)"
234.26986799999997,0.025393706116793605
234.51189599999998,0.025172036878407158
234.75392399999996,0.025026138928020455
234.99595199999996,0.02384002022183178
235.23797999999996,0.02254179506610167
235.48000799999994,0.02141028436277284
235.72203599999997,0.01928540924690028
235.96406399999998,0.018514154579954114
236.20609199999998,0.017999497393486958
236.44811999999996,0.017848550695058155
236.69014799999997,0.018253906408382394
236.932176,0.018833995093902003
237.174204,0.019926390190028846
237.41623199999998,0.01991293367606162
237.65825999999998,0.019881875707416233
237.900288,0.019232813044112153
238.14231599999997,0.018499229884634195
238.38434399999997,0.01800690440377837
238.62637199999995,0.01671746374432855
238.86839999999995,0.016186611778717087
239.11042799999998,0.015541445975466195
239.352456,0.015385247537308721
239.594484,0.01534606157951366
239.83651199999997,0.015451260377550988
240.07853999999998,0.015478389904041134
240.32056799999995,0.015431207050435082
240.562596,0.015279618595380472
240.804624,0.01517950837141017
241.046652,0.014995882343297835
241.28867999999997,0.014221895553833208
241.53070799999998,0.013945317703776347
241.77273599999998,0.013591389910321158
242.01476399999996,0.013147012930630518
242.25679199999996,0.012988153327189455
242.49881999999997,0.012885141668594707
242.740848,0.012708526072144552
242.98287599999998,0.0126298815906096
243.22490399999998,0.012548665885814443
243.46693199999999,0.012354711763654923
243.70895999999996,0.012211978856619935
243.950988,0.012048018777304865
244.193016,0.011645425477868064
244.435044,0.011500202393467116
244.67707199999998,0.01131876275146797
244.9191,0.011038762893335847
245.161128,0.01092330207084476
245.40315599999997,0.010786983070541904
245.64518399999997,0.010546564735652197
245.88721199999995,0.010439237591774612
246.12924,0.010231924566971574
246.371268,0.010154684560289477
246.613296,0.010069578963239945
246.855324,0.00989755947653883
247.09735199999997,0.009810880190698782
247.33937999999998,0.009713871026982856
247.581408,0.009543413136149098
247.82343600000002,0.009488059162619251
248.065464,0.009443518224280278
248.307492,0.009335956397558453
248.54951999999997,0.009313031059852574
248.79154799999998,0.009252501330184083
249.03357599999998,0.00917014393308112
249.27560399999996,0.009147139214964973
258.714696,0.0013390886601245076
258.956724,0.0013360922931227835
259.198752,0.0013345225895547777
259.44077999999996,0.0013331287842818789
259.68280799999997,0.0013289157581760009
259.92483599999997,0.0013262665293928635
260.166864,0.001320844825130118
260.408892,0.0013180723281953444
260.65092,0.0013154433143648951
260.892948,0.0013117714475681668
261.134976,0.0013105020451387457
261.377004,0.0013090792072944445
261.619032,0.0013064948243934837
261.86105999999995,0.00130493330493612
262.10308799999996,0.001302936125133494
262.345116,0.0012984519550817946
262.587144,0.001295939378720676
262.82917199999997,0.001293506960433791
263.0712,0.0012891045302635283
263.313228,0.0012870849698700152
263.555256,0.0012845624865513217
263.797284,0.001279383015791541
264.03931199999994,0.0012762165501665791
264.28133999999994,0.0012738489641753203
264.523368,0.0012693432940910417
264.76539599999995,0.0012668958141145645
265.00742399999996,0.0012647970393204744
265.24945199999996,0.001260581401276795
265.49147999999997,0.0012581786684644223
249.51763199999996,0.009122398970343344
249.75965999999997,0.009076693219658207
250.00168799999994,0.009029815858045966
250.24371599999998,0.008993905250256461
250.48574399999998,0.008980298578348603
250.727772,0.009034164489674888
250.96979999999996,0.009084453472502052
251.21182799999997,0.009088072334279848
251.45385599999997,0.009045907420001286
251.695884,0.008989334513307464
251.93791199999998,0.008863539716506738
252.17994,0.008813003734227411
252.421968,0.00871914932486102
252.66399599999997,0.008170365302109359
252.90602399999997,0.00782477754060818
253.14805199999995,0.007318796315461952
253.39007999999995,0.006927458969289772
253.63210799999996,0.006453447589265874
253.874136,0.0053807046162508585
254.116164,0.0048987816740194215
254.35819199999997,0.004455133143544946
254.60021999999998,0.003533048610891061
254.84224799999996,0.0031324709866394178
255.08427600000002,0.0027638905695921948
255.326304,0.0022358072777175038
255.568332,0.0020373096996498773
255.81035999999997,0.001841605441960664
256.052388,0.0015538854305946056
256.29441599999996,0.0014640156203052615
256.53644399999996,0.0014064773998577133
256.77847199999997,0.001366353984101118
257.02049999999997,0.00135840184475759
257.262528,0.0013552986207268545
257.504556,0.0013513860168031828
257.746584,0.001348964502338405
257.988612,0.0013470077317128386
258.23064,0.0013427990982716029
258.47266799999994,0.0013407619685918894
210.551124,0.06039998674648879
210.79315199999996,0.06227516640283738
211.03517999999997,0.06599044352628096
211.277208,0.06692376158312154
211.519236,0.06909818588149119
211.76126399999998,0.07294501869744587
212.003292,0.073945304880899
212.24531999999996,0.07468143403288047
212.48734799999997,0.07484692110677751
212.72937599999997,0.07458462249882107
212.97140399999995,0.07448995191684948
213.213432,0.07365673722431555
213.45546,0.07336771003384036
213.697488,0.0728573453988595
213.93951599999997,0.07159648338512696
214.18154399999997,0.07128542613233839
214.42357199999998,0.0712878704018057
214.6656,0.07212446355647303
214.907628,0.07337305055020321
215.149656,0.07495154262606368
215.391684,0.07914533461897905
215.63371199999997,0.08115201641541099
215.87573999999998,0.08241988735179011
216.11776799999998,0.08286604302547922
216.35979599999996,0.0825015114492185
216.60182399999997,0.08092519359608044
216.84385199999994,0.07643382947691055
217.08588,0.07330552748807852
217.32790799999998,0.06760370337704585
217.56993599999998,0.06435570677571921
217.811964,0.061210669426825605
203.53231199999996,0.05636985924897184
203.77434,0.055538075366589786
204.016368,0.05408412945866866
204.258396,0.05363951337287807
204.50042399999998,0.053294228225294595
204.742452,0.05271867427764101
204.98447999999996,0.052529813165176714
205.22650799999997,0.05236141597830453
205.46853599999997,0.05211834364431131
205.71056399999995,0.05212087096108693
205.952592,0.05214910581752349
