"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.396598133069388E-4
0.06999999999999999,6.400154504604608E-4
0.13999999999999999,6.400154504604608E-4
0.21000000000000002,6.410044828427646E-4
0.27999999999999997,6.410044828427646E-4
0.35,6.438788002771761E-4
0.42000000000000004,6.438788002771761E-4
0.49000000000000005,6.491607242927648E-4
0.5599999999999999,6.491607242927648E-4
0.63,6.491607242927648E-4
0.7,6.508471421422992E-4
0.77,6.508471421422992E-4
0.8400000000000001,6.508471421422992E-4
0.91,6.477052570749209E-4
0.9800000000000001,6.477052570749209E-4
1.05,6.45552263515547E-4
1.1199999999999999,6.45552263515547E-4
1.1900000000000002,6.45552263515547E-4
1.26,6.452559376217965E-4
1.33,6.452559376217965E-4
1.4,6.455254417324462E-4
1.47,6.455254417324462E-4
1.54,6.548202784548699E-4
1.6100000000000003,6.548202784548699E-4
1.6800000000000002,6.548202784548699E-4
1.7500000000000002,6.956518983156079E-4
1.82,6.956518983156079E-4
1.89,8.22625430207292E-4
1.9600000000000002,8.22625430207292E-4
2.0300000000000002,0.0015644647682629112
