"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.385225649372168E-4
0.06999999999999999,6.389413649872325E-4
0.13999999999999999,6.389413649872325E-4
0.21000000000000002,6.401668116420415E-4
0.27999999999999997,6.401668116420415E-4
0.35,6.431052499946422E-4
0.42000000000000004,6.431052499946422E-4
0.49000000000000005,6.466236650072266E-4
0.5599999999999999,6.466236650072266E-4
0.63,6.466236650072266E-4
0.7,6.480521720396995E-4
0.77,6.480521720396995E-4
0.8400000000000001,6.480521720396995E-4
0.91,6.433536865768863E-4
0.9800000000000001,6.433536865768863E-4
1.05,6.412851706021217E-4
1.1199999999999999,6.412851706021217E-4
1.1900000000000002,6.412851706021217E-4
1.26,6.422250534260342E-4
1.33,6.422250534260342E-4
1.4,6.432246998226978E-4
1.47,6.432246998226978E-4
1.54,6.551819475501602E-4
1.6100000000000003,6.551819475501602E-4
1.6800000000000002,6.551819475501602E-4
1.7500000000000002,7.01019147776952E-4
1.82,7.01019147776952E-4
1.89,8.388055104702929E-4
1.9600000000000002,8.388055104702929E-4
2.0300000000000002,0.0015839743322995543
