"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.0012583108982261377
0.06999999999999999,0.0012612302048930213
0.13999999999999999,0.0012612302048930213
0.21000000000000002,0.0012630214829672528
0.27999999999999997,0.0012630214829672528
0.35,0.001266209060261383
0.42000000000000004,0.001266209060261383
0.49000000000000005,0.0012705566048944654
0.5599999999999999,0.0012705566048944654
0.63,0.0012705566048944654
0.7,0.0012741264230379345
0.77,0.0012741264230379345
0.8400000000000001,0.0012741264230379345
0.91,0.0012766827825424823
0.9800000000000001,0.0012766827825424823
1.05,0.0012785031213340282
1.1199999999999999,0.0012785031213340282
1.1900000000000002,0.0012785031213340282
1.26,0.0012816315292177192
1.33,0.0012816315292177192
1.4,0.001293969253916363
1.47,0.001293969253916363
1.54,0.0013227103721348181
1.6100000000000003,0.0013227103721348181
1.6800000000000002,0.0013227103721348181
1.7500000000000002,0.0013950766735565594
1.82,0.0013950766735565594
1.89,0.0015524378604611535
1.9600000000000002,0.0015524378604611535
2.0300000000000002,0.0030210193605051928
