"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.576794645299829E-4
0.06999999999999999,6.575648596716386E-4
0.13999999999999999,6.575648596716386E-4
0.21000000000000002,6.581642562998398E-4
0.27999999999999997,6.581642562998398E-4
0.35,6.606610772205967E-4
0.42000000000000004,6.606610772205967E-4
0.49000000000000005,6.675657424446049E-4
0.5599999999999999,6.675657424446049E-4
0.63,6.675657424446049E-4
0.7,6.689529175582786E-4
0.77,6.689529175582786E-4
0.8400000000000001,6.689529175582786E-4
0.91,6.652874266106243E-4
0.9800000000000001,6.652874266106243E-4
1.05,6.631111154818736E-4
1.1199999999999999,6.631111154818736E-4
1.1900000000000002,6.631111154818736E-4
1.26,6.583308825515597E-4
1.33,6.583308825515597E-4
1.4,6.575654470892538E-4
1.47,6.575654470892538E-4
1.54,6.613710526249076E-4
1.6100000000000003,6.613710526249076E-4
1.6800000000000002,6.613710526249076E-4
1.7500000000000002,6.862413985822281E-4
1.82,6.862413985822281E-4
1.89,7.786062445580221E-4
1.9600000000000002,7.786062445580221E-4
2.0300000000000002,0.001498774631163618
