"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.426478260364223E-4
0.06999999999999999,6.429362685467376E-4
0.13999999999999999,6.429362685467376E-4
0.21000000000000002,6.438533206686321E-4
0.27999999999999997,6.438533206686321E-4
0.35,6.468333637606966E-4
0.42000000000000004,6.468333637606966E-4
0.49000000000000005,6.51424528467861E-4
0.5599999999999999,6.51424528467861E-4
0.63,6.51424528467861E-4
0.7,6.533783059693507E-4
0.77,6.533783059693507E-4
0.8400000000000001,6.533783059693507E-4
0.91,6.515129227217761E-4
0.9800000000000001,6.515129227217761E-4
1.05,6.495618910693383E-4
1.1199999999999999,6.495618910693383E-4
1.1900000000000002,6.495618910693383E-4
1.26,6.487576076357993E-4
1.33,6.487576076357993E-4
1.4,6.484509854033064E-4
1.47,6.484509854033064E-4
1.54,6.560969703993451E-4
1.6100000000000003,6.560969703993451E-4
1.6800000000000002,6.560969703993451E-4
1.7500000000000002,6.934800389767288E-4
1.82,6.934800389767288E-4
1.89,8.115201768364234E-4
1.9600000000000002,8.115201768364234E-4
2.0300000000000002,0.0015490334524528384
