"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.431126480514393E-4
0.06999999999999999,6.426379860293976E-4
0.13999999999999999,6.426379860293976E-4
0.21000000000000002,6.444798954458366E-4
0.27999999999999997,6.444798954458366E-4
0.35,6.475815023771021E-4
0.42000000000000004,6.475815023771021E-4
0.49000000000000005,6.495216791836632E-4
0.5599999999999999,6.495216791836632E-4
0.63,6.495216791836632E-4
0.7,6.503705488827942E-4
0.77,6.503705488827942E-4
0.8400000000000001,6.503705488827942E-4
0.91,6.450798715217261E-4
0.9800000000000001,6.450798715217261E-4
1.05,6.418673228348471E-4
1.1199999999999999,6.418673228348471E-4
1.1900000000000002,6.418673228348471E-4
1.26,6.411289574972652E-4
1.33,6.411289574972652E-4
1.4,6.439578835170716E-4
1.47,6.439578835170716E-4
1.54,6.577731836205673E-4
1.6100000000000003,6.577731836205673E-4
1.6800000000000002,6.577731836205673E-4
1.7500000000000002,7.088807008599025E-4
1.82,7.088807008599025E-4
1.89,8.530885561685472E-4
1.9600000000000002,8.530885561685472E-4
2.0300000000000002,0.0016115252268444913
