"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.578329637704015E-4
0.06999999999999999,6.58091811208123E-4
0.13999999999999999,6.58091811208123E-4
0.21000000000000002,6.584076824065399E-4
0.27999999999999997,6.584076824065399E-4
0.35,6.604707009396692E-4
0.42000000000000004,6.604707009396692E-4
0.49000000000000005,6.686150463475209E-4
0.5599999999999999,6.686150463475209E-4
0.63,6.686150463475209E-4
0.7,6.703679937063128E-4
0.77,6.703679937063128E-4
0.8400000000000001,6.703679937063128E-4
0.91,6.657726637604592E-4
0.9800000000000001,6.657726637604592E-4
1.05,6.64590219152983E-4
1.1199999999999999,6.64590219152983E-4
1.1900000000000002,6.64590219152983E-4
1.26,6.622145659288896E-4
1.33,6.622145659288896E-4
1.4,6.615216666299117E-4
1.47,6.615216666299117E-4
1.54,6.646897281065206E-4
1.6100000000000003,6.646897281065206E-4
1.6800000000000002,6.646897281065206E-4
1.7500000000000002,6.853758695012156E-4
1.82,6.853758695012156E-4
1.89,7.692769645604538E-4
1.9600000000000002,7.692769645604538E-4
2.0300000000000002,0.001483243019792458
