"Line Probe: Direction [1,0,0] (cm)","Line Probe: Density (kg/m^3)"
234.26986799999997,6.178440155073002E-4
234.51189599999998,6.171169959777947E-4
234.75392399999996,6.170603408934525E-4
234.99595199999996,6.17588319575213E-4
235.23797999999996,6.182062663876141E-4
235.48000799999994,6.217025746515254E-4
235.72203599999997,6.225774220017887E-4
235.96406399999998,6.228963685163351E-4
236.20609199999998,6.235544022867841E-4
236.44811999999996,6.210772791848596E-4
236.69014799999997,6.214734339496471E-4
236.932176,6.221986039189837E-4
237.174204,6.226038596358119E-4
237.41623199999998,6.226715583435567E-4
237.65825999999998,6.225232027566433E-4
237.900288,6.235497288474875E-4
238.14231599999997,6.237113692128504E-4
238.38434399999997,6.238188865868594E-4
238.62637199999995,6.23350952810415E-4
238.86839999999995,6.222759808291287E-4
239.11042799999998,6.200297752101705E-4
239.352456,6.194241505878781E-4
239.594484,6.189943957534314E-4
239.83651199999997,6.16924775440849E-4
240.07853999999998,6.149535219314963E-4
240.32056799999995,6.131948098397718E-4
240.562596,6.116052156475033E-4
240.804624,6.114487384537786E-4
241.046652,6.118186463197936E-4
241.28867999999997,6.21555203163232E-4
241.53070799999998,6.241399244626972E-4
241.77273599999998,6.24647848474625E-4
242.01476399999996,6.250311248426957E-4
242.25679199999996,6.252838223740783E-4
242.49881999999997,6.248833782311889E-4
242.740848,6.221630559633006E-4
242.98287599999998,6.221158581527226E-4
243.22490399999998,6.221106800590782E-4
243.46693199999999,6.231568605126809E-4
243.70895999999996,6.248285852963963E-4
243.950988,6.259159634512586E-4
244.193016,6.27373446706644E-4
244.435044,6.273129085514653E-4
244.67707199999998,6.271720009468918E-4
244.9191,6.25375673717114E-4
245.161128,6.177552169293234E-4
245.40315599999997,6.171233418950694E-4
245.64518399999997,6.168713053416623E-4
245.88721199999995,6.15744765524166E-4
246.12924,6.143057003731343E-4
246.371268,6.087752546792437E-4
246.613296,6.042047458935775E-4
246.855324,6.022530188099176E-4
247.09735199999997,6.035591610110997E-4
247.33937999999998,6.078469846109269E-4
247.581408,6.19906125961393E-4
247.82343600000002,6.244976621185538E-4
248.065464,6.262429184000853E-4
248.307492,6.264150147547425E-4
248.54951999999997,6.252547529595023E-4
248.79154799999998,6.237093800052151E-4
249.03357599999998,6.234282280561955E-4
249.27560399999996,6.233935018208365E-4
258.714696,6.27921457315488E-4
258.956724,6.284925810217184E-4
259.198752,6.28626967845786E-4
259.44077999999996,6.284353077340364E-4
259.68280799999997,6.219716684377184E-4
259.92483599999997,6.214397692074885E-4
260.166864,6.2001820386457E-4
260.408892,6.197485858918673E-4
260.65092,6.193983047031725E-4
260.892948,6.17425287845963E-4
261.134976,6.181182663047775E-4
261.377004,6.190642177970456E-4
261.619032,6.183172715370234E-4
261.86105999999995,6.163858385384434E-4
262.10308799999996,6.152875705036344E-4
262.345116,6.057705407944375E-4
262.587144,6.033344464182541E-4
262.82917199999997,6.02844174768266E-4
263.0712,6.069329141146481E-4
263.313228,6.119571504633349E-4
263.555256,6.193276995957545E-4
263.797284,6.274691855668266E-4
264.03931199999994,6.278716659756046E-4
264.28133999999994,6.276978901968489E-4
264.523368,6.268064247913777E-4
264.76539599999995,6.270426845041658E-4
265.00742399999996,6.267066945455659E-4
265.24945199999996,6.254082274748515E-4
265.49147999999997,6.250870495165015E-4
249.51763199999996,6.227890951574102E-4
249.75965999999997,6.201353369701051E-4
250.00168799999994,6.184256784124851E-4
250.24371599999998,6.169158324066976E-4
250.48574399999998,6.151910150796818E-4
250.727772,6.130682066837817E-4
250.96979999999996,6.084938400981874E-4
251.21182799999997,5.960522714012914E-4
251.45385599999997,5.910255232915532E-4
251.695884,5.891148872450272E-4
251.93791199999998,5.9179071077895E-4
252.17994,5.965252812357052E-4
252.421968,6.020548161762175E-4
252.66399599999997,6.151035398100584E-4
252.90602399999997,6.172753977442432E-4
253.14805199999995,6.179067340173716E-4
253.39007999999995,6.189098917224004E-4
253.63210799999996,6.190914706135267E-4
253.874136,6.19508947602011E-4
254.116164,6.195277309973436E-4
254.35819199999997,6.195805667604115E-4
254.60021999999998,6.242192257769794E-4
254.84224799999996,6.30922732661437E-4
255.08427600000002,6.3408009603963E-4
255.326304,6.346698185835027E-4
255.568332,6.344625343103142E-4
255.81035999999997,6.33659935510764E-4
256.052388,6.310361699376231E-4
256.29441599999996,6.291431245746093E-4
256.53644399999996,6.285210342834618E-4
256.77847199999997,6.279719023907479E-4
257.02049999999997,6.268465641430159E-4
257.262528,6.251171531466131E-4
257.504556,6.212096779514771E-4
257.746584,6.20900711018543E-4
257.988612,6.20943615355789E-4
258.23064,6.233358013386259E-4
258.47266799999994,6.263092079833286E-4
210.551124,6.404382510590151E-4
210.79315199999996,6.377400620961804E-4
211.03517999999997,6.286184597061309E-4
211.277208,6.267611304807476E-4
211.519236,6.261146974908923E-4
211.76126399999998,6.254762628074196E-4
212.003292,6.254230132704307E-4
212.24531999999996,6.263705127461774E-4
212.48734799999997,6.286120642913851E-4
212.72937599999997,6.293060824209318E-4
212.97140399999995,6.294677841293145E-4
213.213432,6.251810169913406E-4
213.45546,6.160923850543546E-4
213.697488,6.10755138335744E-4
213.93951599999997,6.096097056368194E-4
214.18154399999997,6.096450450636402E-4
214.42357199999998,6.1091998886767E-4
214.6656,6.304148163063356E-4
214.907628,6.346506158309058E-4
215.149656,6.352360197463829E-4
