"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,1753.9435706920885
0.06999999999999999,1753.2626753985232
0.13999999999999999,1753.2626753985232
0.21000000000000002,1755.5197826152705
0.27999999999999997,1755.5197826152705
0.35,1758.6140224960145
0.42000000000000004,1758.6140224960145
0.49000000000000005,1755.1125174318859
0.5599999999999999,1755.1125174318859
0.63,1755.1125174318859
0.7,1764.7239770712774
0.77,1764.7239770712774
0.8400000000000001,1764.7239770712774
0.91,1774.3589158743034
0.9800000000000001,1774.3589158743034
1.05,1780.9406706297925
1.1199999999999999,1780.9406706297925
1.1900000000000002,1780.9406706297925
1.26,1781.5597373024111
1.33,1781.5597373024111
1.4,1779.1825623915738
1.47,1779.1825623915738
1.54,1753.1508028648848
1.6100000000000003,1753.1508028648848
1.6800000000000002,1753.1508028648848
1.7500000000000002,1670.5717117109068
1.82,1670.5717117109068
1.89,1460.3684851465118
1.9600000000000002,1460.3684851465118
2.0300000000000002,943.0042552716234
