"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.686478344724391E-4
0.06999999999999999,6.68648446962956E-4
0.13999999999999999,6.68648446962956E-4
0.21000000000000002,6.684204842680509E-4
0.27999999999999997,6.684204842680509E-4
0.35,6.687813054638178E-4
0.42000000000000004,6.687813054638178E-4
0.49000000000000005,6.795304428163358E-4
0.5599999999999999,6.795304428163358E-4
0.63,6.795304428163358E-4
0.7,6.79506458804928E-4
0.77,6.79506458804928E-4
0.8400000000000001,6.79506458804928E-4
0.91,6.73591968172531E-4
0.9800000000000001,6.73591968172531E-4
1.05,6.72700371591632E-4
1.1199999999999999,6.72700371591632E-4
1.1900000000000002,6.72700371591632E-4
1.26,6.675743981870978E-4
1.33,6.675743981870978E-4
1.4,6.672120201884653E-4
1.47,6.672120201884653E-4
1.54,6.68061159952731E-4
1.6100000000000003,6.68061159952731E-4
1.6800000000000002,6.68061159952731E-4
1.7500000000000002,6.803892417960996E-4
1.82,6.803892417960996E-4
1.89,7.388589881529372E-4
1.9600000000000002,7.388589881529372E-4
2.0300000000000002,0.001423596118905063
