"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,861.7881174728482
0.06999999999999999,861.4731893220372
0.13999999999999999,861.4731893220372
0.21000000000000002,861.221288566659
0.27999999999999997,861.221288566659
0.35,860.6020130545191
0.42000000000000004,860.6020130545191
0.49000000000000005,858.2632014856999
0.5599999999999999,858.2632014856999
0.63,858.2632014856999
0.7,856.86306242634
0.77,856.86306242634
0.8400000000000001,856.86306242634
0.91,856.1213228727752
0.9800000000000001,856.1213228727752
1.05,854.625861763684
1.1199999999999999,854.625861763684
1.1900000000000002,854.625861763684
1.26,853.1402785804617
1.33,853.1402785804617
1.4,852.3159134627035
1.47,852.3159134627035
1.54,851.5008449465918
1.6100000000000003,851.5008449465918
1.6800000000000002,851.5008449465918
1.7500000000000002,846.8635551044066
1.82,846.8635551044066
1.89,805.3317346845367
1.9600000000000002,805.3317346845367
2.0300000000000002,427.14343176622134
