"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.03438204287715343
0.06999999999999999,0.03197529598461472
0.13999999999999999,0.03197529598461472
0.21000000000000002,0.030363862907321272
0.27999999999999997,0.030363862907321272
0.35,0.02729361839508324
0.42000000000000004,0.02729361839508324
0.49000000000000005,0.022523835133653216
0.5599999999999999,0.022523835133653216
0.63,0.022523835133653216
0.7,0.016296176170822563
0.77,0.016296176170822563
0.8400000000000001,0.016296176170822563
0.91,0.011570019981060078
0.9800000000000001,0.011570019981060078
1.05,0.007735411016260962
1.1199999999999999,0.007735411016260962
1.1900000000000002,0.007735411016260962
1.26,0.005318494716026844
1.33,0.005318494716026844
1.4,0.004077933772378779
1.47,0.004077933772378779
1.54,0.003193274570244569
1.6100000000000003,0.003193274570244569
1.6800000000000002,0.003193274570244569
1.7500000000000002,0.0027164803991256907
1.82,0.0027164803991256907
1.89,0.002494579713988694
1.9600000000000002,0.002494579713988694
2.0300000000000002,0.004197867415903893
