"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.0013410897646218348
0.06999999999999999,0.001341208544532498
0.13999999999999999,0.001341208544532498
0.21000000000000002,0.0013410537925770591
0.27999999999999997,0.0013410537925770591
0.35,0.001340812215813366
0.42000000000000004,0.001340812215813366
0.49000000000000005,0.0013403827416085701
0.5599999999999999,0.0013403827416085701
0.63,0.0013403827416085701
0.7,0.001339503112739709
0.77,0.001339503112739709
0.8400000000000001,0.001339503112739709
0.91,0.001337713337175768
0.9800000000000001,0.001337713337175768
1.05,0.001334199981483325
1.1199999999999999,0.001334199981483325
1.1900000000000002,0.001334199981483325
1.26,0.0013276588654099197
1.33,0.0013276588654099197
1.4,0.0013253211766619916
1.47,0.0013253211766619916
1.54,0.0013321783954358115
1.6100000000000003,0.0013321783954358115
1.6800000000000002,0.0013321783954358115
1.7500000000000002,0.0013885247648070414
1.82,0.0013885247648070414
1.89,0.0015608191876616642
1.9600000000000002,0.0015608191876616642
2.0300000000000002,0.003459322028783033
