"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.372666117953142E-4
0.06999999999999999,6.374709107877273E-4
0.13999999999999999,6.374709107877273E-4
0.21000000000000002,6.386703067067601E-4
0.27999999999999997,6.386703067067601E-4
0.35,6.417511783853488E-4
0.42000000000000004,6.417511783853488E-4
0.49000000000000005,6.467543815654311E-4
0.5599999999999999,6.467543815654311E-4
0.63,6.467543815654311E-4
0.7,6.486300601889744E-4
0.77,6.486300601889744E-4
0.8400000000000001,6.486300601889744E-4
0.91,6.460751662778232E-4
0.9800000000000001,6.460751662778232E-4
1.05,6.439928835470952E-4
1.1199999999999999,6.439928835470952E-4
1.1900000000000002,6.439928835470952E-4
1.26,6.44183098813349E-4
1.33,6.44183098813349E-4
1.4,6.448775855037403E-4
1.47,6.448775855037403E-4
1.54,6.548832942285081E-4
1.6100000000000003,6.548832942285081E-4
1.6800000000000002,6.548832942285081E-4
1.7500000000000002,6.973952223153489E-4
1.82,6.973952223153489E-4
1.89,8.272039855874314E-4
1.9600000000000002,8.272039855874314E-4
2.0300000000000002,0.0015704391061163727
