"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.477615126946403E-4
0.06999999999999999,6.476692190017572E-4
0.13999999999999999,6.476692190017572E-4
0.21000000000000002,6.485986408827182E-4
0.27999999999999997,6.485986408827182E-4
0.35,6.516959463363435E-4
0.42000000000000004,6.516959463363435E-4
0.49000000000000005,6.582344176750344E-4
0.5599999999999999,6.582344176750344E-4
0.63,6.582344176750344E-4
0.7,6.600032411035054E-4
0.77,6.600032411035054E-4
0.8400000000000001,6.600032411035054E-4
0.91,6.56846071907589E-4
0.9800000000000001,6.56846071907589E-4
1.05,6.543153963400412E-4
1.1199999999999999,6.543153963400412E-4
1.1900000000000002,6.543153963400412E-4
1.26,6.528211957988898E-4
1.33,6.528211957988898E-4
1.4,6.523821316993986E-4
1.47,6.523821316993986E-4
1.54,6.586646581483165E-4
1.6100000000000003,6.586646581483165E-4
1.6800000000000002,6.586646581483165E-4
1.7500000000000002,6.924727221709302E-4
1.82,6.924727221709302E-4
1.89,8.03432470951612E-4
1.9600000000000002,8.03432470951612E-4
2.0300000000000002,0.001538720949746146
