"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,954.4115161920365
0.06999999999999999,954.4758733299776
0.13999999999999999,954.4758733299776
0.21000000000000002,951.8715176419242
0.27999999999999997,951.8715176419242
0.35,947.5622028345006
0.42000000000000004,947.5622028345006
0.49000000000000005,943.5561243519254
0.5599999999999999,943.5561243519254
0.63,943.5561243519254
0.7,942.3128784863546
0.77,942.3128784863546
0.8400000000000001,942.3128784863546
0.91,948.0815931982759
0.9800000000000001,948.0815931982759
1.05,952.4781162414174
1.1199999999999999,952.4781162414174
1.1900000000000002,952.4781162414174
1.26,959.3592476033914
1.33,959.3592476033914
1.4,955.2515582423472
1.47,955.2515582423472
1.54,931.735963336143
1.6100000000000003,931.735963336143
1.6800000000000002,931.735963336143
1.7500000000000002,853.5645681019269
1.82,853.5645681019269
1.89,702.4342171752766
1.9600000000000002,702.4342171752766
2.0300000000000002,372.627498487382
