"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.01045703360881853
0.06999999999999999,0.010060805546361401
0.13999999999999999,0.010060805546361401
0.21000000000000002,0.009747342508420265
0.27999999999999997,0.009747342508420265
0.35,0.00918809071852571
0.42000000000000004,0.00918809071852571
0.49000000000000005,0.007953544764992075
0.5599999999999999,0.007953544764992075
0.63,0.007953544764992075
0.7,0.006208098664074845
0.77,0.006208098664074845
0.8400000000000001,0.006208098664074845
0.91,0.00463609024947413
0.9800000000000001,0.00463609024947413
1.05,0.0028535451172525695
1.1199999999999999,0.0028535451172525695
1.1900000000000002,0.0028535451172525695
1.26,0.001884897845518068
1.33,0.001884897845518068
1.4,0.0015939629699387942
1.47,0.0015939629699387942
1.54,0.001428605693746749
1.6100000000000003,0.001428605693746749
1.6800000000000002,0.001428605693746749
1.7500000000000002,0.001440846502697584
1.82,0.001440846502697584
1.89,0.0016445595682928456
1.9600000000000002,0.0016445595682928456
2.0300000000000002,0.0037366652423846867
