"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,1742.752858514862
0.06999999999999999,1749.297494195611
0.13999999999999999,1749.297494195611
0.21000000000000002,1746.0319881793828
0.27999999999999997,1746.0319881793828
0.35,1742.719897537952
0.42000000000000004,1742.719897537952
0.49000000000000005,1748.6892730256775
0.5599999999999999,1748.6892730256775
0.63,1748.6892730256775
0.7,1749.3735973996513
0.77,1749.3735973996513
0.8400000000000001,1749.3735973996513
0.91,1747.46698190854
0.9800000000000001,1747.46698190854
1.05,1754.2296335870612
1.1199999999999999,1754.2296335870612
1.1900000000000002,1754.2296335870612
1.26,1759.4495641746855
1.33,1759.4495641746855
1.4,1748.6749749920868
1.47,1748.6749749920868
1.54,1728.4115596678682
1.6100000000000003,1728.4115596678682
1.6800000000000002,1728.4115596678682
1.7500000000000002,1655.232617474036
1.82,1655.232617474036
1.89,1474.2079051334997
1.9600000000000002,1474.2079051334997
2.0300000000000002,695.261446631126
