"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.315830669212328E-4
0.06999999999999999,6.31872637768093E-4
0.13999999999999999,6.31872637768093E-4
0.21000000000000002,6.333167059157459E-4
0.27999999999999997,6.333167059157459E-4
0.35,6.356782727768304E-4
0.42000000000000004,6.356782727768304E-4
0.49000000000000005,6.374744418158819E-4
0.5599999999999999,6.374744418158819E-4
0.63,6.374744418158819E-4
0.7,6.378867704697154E-4
0.77,6.378867704697154E-4
0.8400000000000001,6.378867704697154E-4
0.91,6.329316587761257E-4
0.9800000000000001,6.329316587761257E-4
1.05,6.301092440187305E-4
1.1199999999999999,6.301092440187305E-4
1.1900000000000002,6.301092440187305E-4
1.26,6.284070933106926E-4
1.33,6.284070933106926E-4
1.4,6.306587755891172E-4
1.47,6.306587755891172E-4
1.54,6.48111708907747E-4
1.6100000000000003,6.48111708907747E-4
1.6800000000000002,6.48111708907747E-4
1.7500000000000002,7.098556698734656E-4
1.82,7.098556698734656E-4
1.89,8.669377649375847E-4
1.9600000000000002,8.669377649375847E-4
2.0300000000000002,0.0016288791999035212
