"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.422525858420179E-4
0.06999999999999999,6.427085742584512E-4
0.13999999999999999,6.427085742584512E-4
0.21000000000000002,6.435495587575511E-4
0.27999999999999997,6.435495587575511E-4
0.35,6.463345463836096E-4
0.42000000000000004,6.463345463836096E-4
0.49000000000000005,6.510497816949779E-4
0.5599999999999999,6.510497816949779E-4
0.63,6.510497816949779E-4
0.7,6.527923911128584E-4
0.77,6.527923911128584E-4
0.8400000000000001,6.527923911128584E-4
0.91,6.510982582509748E-4
0.9800000000000001,6.510982582509748E-4
1.05,6.490193680261064E-4
1.1199999999999999,6.490193680261064E-4
1.1900000000000002,6.490193680261064E-4
1.26,6.485503371978888E-4
1.33,6.485503371978888E-4
1.4,6.482904848491566E-4
1.47,6.482904848491566E-4
1.54,6.563537704947952E-4
1.6100000000000003,6.563537704947952E-4
1.6800000000000002,6.563537704947952E-4
1.7500000000000002,6.941023254390527E-4
1.82,6.941023254390527E-4
1.89,8.150444934954741E-4
1.9600000000000002,8.150444934954741E-4
2.0300000000000002,0.0015543472647677199
