"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.370884312229901E-4
0.06999999999999999,6.374354532596867E-4
0.13999999999999999,6.374354532596867E-4
0.21000000000000002,6.385482599153675E-4
0.27999999999999997,6.385482599153675E-4
0.35,6.414554325849879E-4
0.42000000000000004,6.414554325849879E-4
0.49000000000000005,6.464444629816695E-4
0.5599999999999999,6.464444629816695E-4
0.63,6.464444629816695E-4
0.7,6.478205284364436E-4
0.77,6.478205284364436E-4
0.8400000000000001,6.478205284364436E-4
0.91,6.436232597249808E-4
0.9800000000000001,6.436232597249808E-4
1.05,6.413355400703579E-4
1.1199999999999999,6.413355400703579E-4
1.1900000000000002,6.413355400703579E-4
1.26,6.415019243702601E-4
1.33,6.415019243702601E-4
1.4,6.423373555383203E-4
1.47,6.423373555383203E-4
1.54,6.535533549552495E-4
1.6100000000000003,6.535533549552495E-4
1.6800000000000002,6.535533549552495E-4
1.7500000000000002,6.978897440385293E-4
1.82,6.978897440385293E-4
1.89,8.328457168974036E-4
1.9600000000000002,8.328457168974036E-4
2.0300000000000002,0.0015754824739937126
