"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,7.082809903877389E-4
0.06999999999999999,7.080726573017477E-4
0.13999999999999999,7.080726573017477E-4
0.21000000000000002,7.073175062256737E-4
0.27999999999999997,7.073175062256737E-4
0.35,7.059905107665939E-4
0.42000000000000004,7.059905107665939E-4
0.49000000000000005,7.04962749660477E-4
0.5599999999999999,7.04962749660477E-4
0.63,7.04962749660477E-4
0.7,7.027421313263462E-4
0.77,7.027421313263462E-4
0.8400000000000001,7.027421313263462E-4
0.91,7.013539751510781E-4
0.9800000000000001,7.013539751510781E-4
1.05,7.007917711586935E-4
1.1199999999999999,7.007917711586935E-4
1.1900000000000002,7.007917711586935E-4
1.26,7.008621651679898E-4
1.33,7.008621651679898E-4
1.4,7.010449101732394E-4
1.47,7.010449101732394E-4
1.54,7.015065057570072E-4
1.6100000000000003,7.015065057570072E-4
1.6800000000000002,7.015065057570072E-4
1.7500000000000002,7.022598357964212E-4
1.82,7.022598357964212E-4
1.89,7.131975439238841E-4
1.9600000000000002,7.131975439238841E-4
2.0300000000000002,0.001243346873625817
