"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,97.30286973988954
0.06999999999999999,103.40840113423687
0.13999999999999999,103.40840113423687
0.21000000000000002,109.94610561682262
0.27999999999999997,109.94610561682262
0.35,123.39965977273495
0.42000000000000004,123.39965977273495
0.49000000000000005,149.88287699965818
0.5599999999999999,149.88287699965818
0.63,149.88287699965818
0.7,207.37692771958973
0.77,207.37692771958973
0.8400000000000001,207.37692771958973
0.91,287.7107017575408
0.9800000000000001,287.7107017575408
1.05,423.367597842942
1.1199999999999999,423.367597842942
1.1900000000000002,423.367597842942
1.26,592.459607373462
1.33,592.459607373462
1.4,740.9832594036516
1.47,740.9832594036516
1.54,920.0121500058584
1.6100000000000003,920.0121500058584
1.6800000000000002,920.0121500058584
1.7500000000000002,1060.9907866529268
1.82,1060.9907866529268
1.89,1152.5735827414796
1.9600000000000002,1152.5735827414796
2.0300000000000002,660.2718495653362
