"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.024922937351630526
0.06999999999999999,0.024293340267401965
0.13999999999999999,0.024293340267401965
0.21000000000000002,0.022706551399563138
0.27999999999999997,0.022706551399563138
0.35,0.019739338953575002
0.42000000000000004,0.019739338953575002
0.49000000000000005,0.01638276782618715
0.5599999999999999,0.01638276782618715
0.63,0.01638276782618715
0.7,0.01161489338743863
0.77,0.01161489338743863
0.8400000000000001,0.01161489338743863
0.91,0.008338542363648734
0.9800000000000001,0.008338542363648734
1.05,0.005826745122608219
1.1199999999999999,0.005826745122608219
1.1900000000000002,0.005826745122608219
1.26,0.004223155992469189
1.33,0.004223155992469189
1.4,0.003393588634727567
1.47,0.003393588634727567
1.54,0.0027542775844233702
1.6100000000000003,0.0027542775844233702
1.6800000000000002,0.0027542775844233702
1.7500000000000002,0.002404238958395763
1.82,0.002404238958395763
1.89,0.002248618855012724
1.9600000000000002,0.002248618855012724
2.0300000000000002,0.003962050257080037
