"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,7.16783240520147E-4
0.06999999999999999,7.167439469620929E-4
0.13999999999999999,7.167439469620929E-4
0.21000000000000002,7.16223974759967E-4
0.27999999999999997,7.16223974759967E-4
0.35,7.151716190322215E-4
0.42000000000000004,7.151716190322215E-4
0.49000000000000005,7.136612730475225E-4
0.5599999999999999,7.136612730475225E-4
0.63,7.136612730475225E-4
0.7,7.097491919175834E-4
0.77,7.097491919175834E-4
0.8400000000000001,7.097491919175834E-4
0.91,7.057148266672154E-4
0.9800000000000001,7.057148266672154E-4
1.05,7.028797055916181E-4
1.1199999999999999,7.028797055916181E-4
1.1900000000000002,7.028797055916181E-4
1.26,7.020439563585122E-4
1.33,7.020439563585122E-4
1.4,7.018972731359332E-4
1.47,7.018972731359332E-4
1.54,7.032363519296027E-4
1.6100000000000003,7.032363519296027E-4
1.6800000000000002,7.032363519296027E-4
1.7500000000000002,7.049782044139659E-4
1.82,7.049782044139659E-4
1.89,7.078839351221573E-4
1.9600000000000002,7.078839351221573E-4
2.0300000000000002,0.0010356142740650949
