"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.010707073706124014
0.06999999999999999,0.010438783737766995
0.13999999999999999,0.010438783737766995
0.21000000000000002,0.010090017415112309
0.27999999999999997,0.010090017415112309
0.35,0.0095081314927481
0.42000000000000004,0.0095081314927481
0.49000000000000005,0.008724242356561726
0.5599999999999999,0.008724242356561726
0.63,0.008724242356561726
0.7,0.0074415815319728825
0.77,0.0074415815319728825
0.8400000000000001,0.0074415815319728825
0.91,0.00625113179888763
0.9800000000000001,0.00625113179888763
1.05,0.005031546422147704
1.1199999999999999,0.005031546422147704
1.1900000000000002,0.005031546422147704
1.26,0.003890995382746841
1.33,0.003890995382746841
1.4,0.0030319847348845197
1.47,0.0030319847348845197
1.54,0.002280081192462082
1.6100000000000003,0.002280081192462082
1.6800000000000002,0.002280081192462082
1.7500000000000002,0.0018913324975136315
1.82,0.0018913324975136315
1.89,0.001772374768921236
1.9600000000000002,0.001772374768921236
2.0300000000000002,0.0035717046226245467
