"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,929.5582091311766
0.06999999999999999,929.3648261931156
0.13999999999999999,929.3648261931156
0.21000000000000002,927.3445696803693
0.27999999999999997,927.3445696803693
0.35,922.6573991092044
0.42000000000000004,922.6573991092044
0.49000000000000005,915.4770214101461
0.5599999999999999,915.4770214101461
0.63,915.4770214101461
0.7,912.8818493219591
0.77,912.8818493219591
0.8400000000000001,912.8818493219591
0.91,918.0918020233726
0.9800000000000001,918.0918020233726
1.05,920.9606957898178
1.1199999999999999,920.9606957898178
1.1900000000000002,920.9606957898178
1.26,920.3293037025321
1.33,920.3293037025321
1.4,918.3462959839981
1.47,918.3462959839981
1.54,902.2992683163559
1.6100000000000003,902.2992683163559
1.6800000000000002,902.2992683163559
1.7500000000000002,844.8035999637862
1.82,844.8035999637862
1.89,707.9630463192561
1.9600000000000002,707.9630463192561
2.0300000000000002,374.14620261048174
