"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,0.039737349439193465
0.06999999999999999,0.038496719849749964
0.13999999999999999,0.038496719849749964
0.21000000000000002,0.03580795746035684
0.27999999999999997,0.03580795746035684
0.35,0.03160660781531327
0.42000000000000004,0.03160660781531327
0.49000000000000005,0.026794938025891467
0.5599999999999999,0.026794938025891467
0.63,0.026794938025891467
0.7,0.01959123607868325
0.77,0.01959123607868325
0.8400000000000001,0.01959123607868325
0.91,0.01393806025423221
0.9800000000000001,0.01393806025423221
1.05,0.009062052314062327
1.1199999999999999,0.009062052314062327
1.1900000000000002,0.009062052314062327
1.26,0.005981194329089475
1.33,0.005981194329089475
1.4,0.004456280264960688
1.47,0.004456280264960688
1.54,0.003375891523589983
1.6100000000000003,0.003375891523589983
1.6800000000000002,0.003375891523589983
1.7500000000000002,0.0028198081999254126
1.82,0.0028198081999254126
1.89,0.002574425758702957
1.9600000000000002,0.002574425758702957
2.0300000000000002,0.004287437674809877
