"Radial: Direction [0,1,0] (cm)","Radial: Density (kg/m^3)"
0.0,6.246635354011288E-4
0.06999999999999999,6.241218341671838E-4
0.13999999999999999,6.241218341671838E-4
0.21000000000000002,6.261388360697479E-4
0.27999999999999997,6.261388360697479E-4
0.35,6.278840668139042E-4
0.42000000000000004,6.278840668139042E-4
0.49000000000000005,6.271521732447962E-4
0.5599999999999999,6.271521732447962E-4
0.63,6.271521732447962E-4
0.7,6.266904908037991E-4
0.77,6.266904908037991E-4
0.8400000000000001,6.266904908037991E-4
0.91,6.237150757847953E-4
0.9800000000000001,6.237150757847953E-4
1.05,6.200737968649755E-4
1.1199999999999999,6.200737968649755E-4
1.1900000000000002,6.200737968649755E-4
1.26,6.171089834442801E-4
1.33,6.171089834442801E-4
1.4,6.222035958612296E-4
1.47,6.222035958612296E-4
1.54,6.470674709654355E-4
1.6100000000000003,6.470674709654355E-4
1.6800000000000002,6.470674709654355E-4
1.7500000000000002,7.209510352105005E-4
1.82,7.209510352105005E-4
1.89,8.925403009584903E-4
1.9600000000000002,8.925403009584903E-4
2.0300000000000002,0.0016666551081411913
