"Time","Temperature -TS00 Monitor: Temperature -TS00 Monitor (K)","Temperature -TS01 Monitor: Temperature -TS01 Monitor (K)","Temperature -TS02 Monitor: Temperature -TS02 Monitor (K)","Temperature -TS03 Monitor: Temperature -TS03 Monitor (K)","Temperature -TS04 Monitor: Temperature -TS04 Monitor (K)","Temperature -TS05 Monitor: Temperature -TS05 Monitor (K)"
0.0037520000000035108,542.3454437767941,630.6307611277034,692.4132052441596,786.2053399985231,923.9596994403266,2349.7934816961147
0.0037530500000035136,542.1293027623825,630.6118252985384,692.3748671800352,786.3008453886703,924.1041770154392,2349.6719347088056
0.0037541000000035165,541.9172553115035,630.5826989018004,692.3280594569358,786.4099361694942,924.289828359714,2349.5508814549466
0.0037551500000035194,541.7105160018568,630.5436343113303,692.2885405964654,786.5536237771998,924.5337386854134,2349.430310068306
0.0037562000000035223,541.5046237630904,630.5169905437132,692.2985416297877,786.7693004736336,924.8687066649568,2349.3194802518633
0.003757250000003525,541.2926793746926,630.4947224958211,692.3183200111022,787.0139843023084,925.2530733938842,2349.2273131174825
0.003758300000003528,541.0768389435003,630.4813470560474,692.352966129878,787.2867237063884,925.6636631108888,2349.1410046557485
0.003759350000003531,540.8551236336012,630.4826891473313,692.4053941074948,787.5594555861489,926.0544059755927,2349.0588662735317
0.0037604000000035337,540.625324350951,630.5055119226416,692.474326971253,787.7720852765405,926.3961911872468,2348.9884699741797
0.0037614500000035366,540.3858693030634,630.5523347665763,692.5514865485316,787.9036020439921,926.6600602917671,2348.9352443075077
0.0037625000000035395,540.1370208587892,630.5943445934525,692.5933475902227,788.0273340629543,926.8477336313373,2348.9014365112866
0.0037635500000035424,539.8806401522752,630.6112238732778,692.596673788129,788.131607475551,926.9728219685164,2348.889404737495
0.0037646000000035452,539.6182622300521,630.6024119382563,692.5752783263379,788.2224844327163,927.0593148930354,2348.9007793771116
0.003765650000003548,539.3532525512877,630.5446942944562,692.6102431804568,788.3505123558213,927.144238919891,2348.9322774284615
0.003766700000003551,539.0910688566572,630.4781391662607,692.6801396250656,788.5152235635826,927.2223741287681,2348.978994183341
0.003767750000003554,538.8349109097842,630.4405723864759,692.7675548579466,788.6759932652174,927.2996967583194,2349.035430343673
0.0037688000000035567,538.5897124066717,630.4269290554324,692.8807172739226,788.8392779360917,927.3975408177882,2349.096395171154
0.0037698500000035596,538.3547771963193,630.4289450254932,693.0135712307072,789.0017088947909,927.5201266246656,2349.1591170440356
0.0037709000000035625,538.1275935516719,630.4695807602251,693.1325343356525,789.117311978843,927.6760174680726,2349.221455373227
0.0037719500000035653,537.9023674262841,630.4948693227901,693.254993670509,789.2152456319297,927.861129953027,2349.283345220048
0.003773000000003568,537.6704633335643,630.4865150801988,693.3748600937304,789.2833317686974,928.0339691223295,2349.344924293822
0.003774050000003571,537.4336282878251,630.4662920442508,693.4988609690047,789.3213873661175,928.1784570071259,2349.406580290437
0.003775100000003574,537.1971375642049,630.4325595653323,693.6215031694545,789.3648976538167,928.3055886926944,2349.4683769989238
0.003776150000003577,536.962779651278,630.374745184054,693.7287989378672,789.5689733540253,928.4380387956181,2349.5298418195325
0.0037772000000035797,536.7387529135555,630.3451038950432,693.855295215133,789.7289387136362,928.5662024867866,2349.5894660546487
0.0037782500000035826,536.5282141502997,630.3335677019029,693.987374107934,789.8730819869498,928.7345836688131,2349.64801598487
0.0037793000000035854,536.3300181085816,630.3331788256608,694.1109659819638,790.0155233808217,928.928612642564,2349.704652516101
0.0037803500000035883,536.1420229939524,630.3390137212411,694.2127963163883,790.1228950451499,929.0952819882642,2349.7583708543034
0.003781400000003591,535.9661416034362,630.3345491444938,694.2868629097901,790.1805434866918,929.2138561961602,2349.8076916100626
0.003782450000003594,535.7865409333642,630.3271305812862,694.3744756554823,790.2726491335792,929.330329250237,2349.851616799494
0.003783500000003597,535.5982464404985,630.339639186164,694.4624957025585,790.3928594397125,929.4417395733151,2349.889428237399
0.0037845500000036,535.4013784319051,630.378023491259,694.5455054292377,790.5319376331162,929.5680019144686,2349.9208595540285
0.0037856000000036027,535.1957223910863,630.4345238560769,694.5959060892116,790.6904545366615,929.7128303248986,2349.945868628548
0.0037867000000036057,534.9736484792713,630.5122825279643,694.6178683046627,790.8597842333897,929.8822690833018,2349.965195964777
0.0037877500000036085,534.7674815105989,630.6012266569585,694.6176407567787,791.0346752936556,930.050711522179,2349.9771002716793
0.0037888000000036114,534.5656800005593,630.6886235630938,694.6035553994333,791.1981188789993,930.2017174153405,2349.982492307492
