"Time","Density -TS00 Monitor: Density -TS00 Monitor (kg/m^3)","Density -TS01 Monitor: Density -TS01 Monitor (kg/m^3)","Density -TS02 Monitor: Density -TS02 Monitor (kg/m^3)","Density -TS03 Monitor: Density -TS03 Monitor (kg/m^3)","Density -TS04 Monitor: Density -TS04 Monitor (kg/m^3)","Density -TS05 Monitor: Density -TS05 Monitor (kg/m^3)"
5.0E-8,0.0021172782910809933,0.0021172782645389556,0.0021172781847144536,0.002117278308715298,0.0021172783010535356,0.002117278257316108
2.0499999999999986E-6,0.002117250625018832,0.002117250566507552,0.002117249575842251,0.002117249712355235,0.0021172484026936596,0.0021172494740369107
4.0499999999999985E-6,0.0021172562718474864,0.0021172564957076096,0.0021172563452531348,0.002117253929025334,0.0021172529571454658,0.0021172552679563396
6.050000000000013E-6,0.0021172634843432655,0.002117264733442352,0.002117266433427515,0.002117260421265952,0.0021172595894516566,0.0021172646605640013
8.10000000000002E-6,0.0021172758307208845,0.0021172781088570373,0.0021172818231105163,0.002117271268893051,0.0021172706666447395,0.0021172786487551947
1.0100000000000002E-5,0.00211729109991765,0.0021172940959547663,0.002117299691125794,0.0021172840756149237,0.002117283735837634,0.0021172946762248834
1.2099999999999982E-5,0.0021173082631357103,0.0021173117859692517,0.0021173185443318625,0.0021172973604510308,0.0021172973713742623,0.002117312124428169
1.4149999999999963E-5,0.002117326043904597,0.0021173302359681137,0.0021173386304011808,0.0021173116325469946,0.002117311672688808,0.0021173308422356976
1.6149999999999972E-5,0.0021173431826671824,0.002117348145689926,0.0021173584336566975,0.0021173255357327427,0.002117325768745743,0.0021173491398889903
1.815000000000002E-5,0.002117359881152212,0.0021173657465079795,0.0021173778614309836,0.002117338817250882,0.002117339469572025,0.0021173669572855814
2.020000000000007E-5,0.0021173765103589793,0.0021173832757438115,0.0021173972141126287,0.002117351804115798,0.0021173527028378616,0.002117384582627092
2.220000000000012E-5,0.0021173923863172734,0.002117399988424631,0.002117415565580865,0.002117364090528094,0.002117364691886841,0.0021174012970769417
2.4200000000000168E-5,0.002117407980198624,0.0021174165027180087,0.0021174335432685345,0.0021173762189232743,0.0021173759149664944,0.0021174176893359845
2.6250000000000218E-5,0.0021174237945244764,0.002117433411353844,0.002117451977811971,0.002117388699400271,0.0021173868905324136,0.002117434469098238
2.8250000000000267E-5,0.002117439757772385,0.0021174504478341165,0.0021174703588076947,0.0021174015313474297,0.002117398200374968,0.0021174510327880165
3.0250000000000315E-5,0.0021174561892499475,0.002117467768468603,0.00211748890056313,0.002117414641754061,0.0021174102285764435,0.002117468251827404
3.2300000000000365E-5,0.0021174735873411175,0.002117486046891512,0.002117508585876209,0.0021174289437594254,0.0021174235509252687,0.002117486617925916
