"Time","Density -TS00 Monitor: Density -TS00 Monitor (kg/m^3)","Density -TS01 Monitor: Density -TS01 Monitor (kg/m^3)","Density -TS02 Monitor: Density -TS02 Monitor (kg/m^3)","Density -TS03 Monitor: Density -TS03 Monitor (kg/m^3)","Density -TS04 Monitor: Density -TS04 Monitor (kg/m^3)","Density -TS05 Monitor: Density -TS05 Monitor (kg/m^3)"
9.885000000000198E-5,0.0017378846951268503,7.280362950692742E-4,7.288883603949571E-4,7.295425562632362E-4,7.246301594856255E-4,7.160895110576931E-4
9.990000000000201E-5,0.0016714567259778102,7.281776457453036E-4,7.296804007816274E-4,7.29643264258009E-4,7.244247427211648E-4,7.160895110576625E-4
1.0095000000000203E-4,0.001640102066432702,7.284498923849079E-4,7.303641065029751E-4,7.298542484574156E-4,7.24292781398031E-4,7.160895110576436E-4
1.0200000000000206E-4,0.0016403351711356368,7.287690205453876E-4,7.308278375344157E-4,7.301702855604737E-4,7.241433454744943E-4,7.160895110576289E-4
1.0305000000000208E-4,0.0016423155104459076,7.290645350123388E-4,7.310316291965848E-4,7.305362641742844E-4,7.240147928501465E-4,7.160895110576494E-4
1.0410000000000211E-4,0.001596147121007326,7.294816004495011E-4,7.310180719745491E-4,7.309097174810284E-4,7.240315730892078E-4,7.160895110576592E-4
1.0515000000000214E-4,0.0015218970813495405,7.30042965213786E-4,7.308708600269327E-4,7.312646176294487E-4,7.241826778301211E-4,7.16089511057655E-4
1.0620000000000216E-4,0.001451778604162767,7.307210869583045E-4,7.30649822134994E-4,7.314526781342473E-4,7.2440917669417E-4,7.160895110576722E-4
1.0725000000000219E-4,0.001398578269453935,7.314747909289029E-4,7.302788159687924E-4,7.316596001760295E-4,7.245947692177993E-4,7.160895110576487E-4
1.0830000000000221E-4,0.0013709989428194653,7.321013113637947E-4,7.298693215493829E-4,7.318833161183996E-4,7.246764269383451E-4,7.160895110576309E-4
1.0935000000000224E-4,0.0013615220126522748,7.325713204754117E-4,7.29408739810336E-4,7.321054636119653E-4,7.246607009734172E-4,7.160895110576497E-4
1.1040000000000226E-4,0.001361450575138732,7.328810833255434E-4,7.288978315758729E-4,7.323313137250345E-4,7.24535463220038E-4,7.16089511057635E-4
1.1145000000000229E-4,0.0013627412661683664,7.331356362943784E-4,7.284929472345051E-4,7.325314991816108E-4,7.243120607970784E-4,7.160895110576728E-4
1.1250000000000231E-4,0.001365432958274316,7.333354088078196E-4,7.282120336950579E-4,7.327221320268429E-4,7.24067615572798E-4,7.16089511057674E-4
1.1355000000000234E-4,0.0013749072979777116,7.335010628087581E-4,7.280065792907984E-4,7.329249067406726E-4,7.237684789644721E-4,7.16089511057668E-4
1.1460000000000237E-4,0.0013818710548468725,7.336478132541839E-4,7.278822873271926E-4,7.331591262368064E-4,7.234406976069671E-4,7.160895110576515E-4
