"Time","Density -TS00 Monitor: Density -TS00 Monitor (kg/m^3)","Density -TS01 Monitor: Density -TS01 Monitor (kg/m^3)","Density -TS02 Monitor: Density -TS02 Monitor (kg/m^3)","Density -TS03 Monitor: Density -TS03 Monitor (kg/m^3)","Density -TS04 Monitor: Density -TS04 Monitor (kg/m^3)","Density -TS05 Monitor: Density -TS05 Monitor (kg/m^3)"
0.0013918999999994904,0.4026707297523943,0.42314412806135876,0.39467863486687343,0.3296719534743046,0.1996505533980348,0.1564254128703262
0.0013929499999994887,0.402685260426105,0.4235528485949897,0.39521095395551264,0.3298139438794861,0.2002198874383639,0.15693244840467405
0.001393999999999487,0.4026991300235707,0.4239129816179919,0.39575865289260004,0.3299473163073203,0.20074728462844155,0.15748970499803785
0.0013950499999994853,0.40271327303345467,0.4242850838480709,0.39620656165273005,0.33015732743555465,0.20123762464941564,0.15809612204734688
0.0013960999999994836,0.40272903009568084,0.42461655316079144,0.39663517953764826,0.3304217931939986,0.20177184345479549,0.1587409393350267
0.001397149999999482,0.40274788976940473,0.42482818377921566,0.39716468655398485,0.33075616137684655,0.20236019025648866,0.15940676211756338
0.0013981999999994803,0.40277066954700863,0.42494140538783765,0.3977798575817055,0.33113443806082205,0.20297747778560113,0.16007296275877766
0.0013992499999994786,0.4027948715835346,0.42490002959113377,0.3984781897151906,0.3314867972618163,0.2035788191640056,0.16072124030157905
0.001400299999999477,0.40282009480582615,0.42477198773698116,0.3992577110634902,0.3318468723766726,0.20415374656083257,0.16133982653086318
0.0014013499999994752,0.4028457336691146,0.4246961040973599,0.4001063534743582,0.33223565837351776,0.20470934658541523,0.16192103757260579
0.0014023999999994736,0.40287280062946457,0.4246718504908514,0.4009737414598692,0.3326194398433741,0.20524061366906124,0.16246189075656958
0.0014034499999994719,0.4029012159749299,0.42455342736485835,0.4017433656863989,0.3329960569964403,0.2057426711731314,0.16296196748214364
0.0014044999999994702,0.40293100939737847,0.4244362708345932,0.40232435017740387,0.3334192063594678,0.2062691475539557,0.16342252403588334
