"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.090119059155818E-4
7.0E-4,6.091037119979542E-4
0.0014,6.091037119979542E-4
0.0021000000000000003,6.086131510132011E-4
0.0028,6.086131510132011E-4
0.0035,6.083490008555533E-4
0.004200000000000001,6.083490008555533E-4
0.004900000000000001,6.109412009255442E-4
0.0056,6.109412009255442E-4
0.0063,6.109412009255442E-4
0.007,6.124229077986756E-4
0.0077,6.124229077986756E-4
0.008400000000000001,6.124229077986756E-4
0.0091,6.157003575562764E-4
0.009800000000000001,6.157003575562764E-4
0.0105,6.175575981540412E-4
0.0112,6.175575981540412E-4
0.0119,6.175575981540412E-4
0.0126,6.189229666818722E-4
0.013300000000000001,6.189229666818722E-4
0.014,6.232881781590007E-4
0.0147,6.232881781590007E-4
0.0154,6.458323759809619E-4
0.016100000000000003,6.458323759809619E-4
0.016800000000000002,6.458323759809619E-4
0.0175,7.153706810715989E-4
0.0182,7.153706810715989E-4
0.0189,8.801859657989517E-4
0.019600000000000003,8.801859657989517E-4
0.020300000000000002,0.0016838742238944398
