"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.441683389193218E-4
7.0E-4,6.44026798944649E-4
0.0014,6.44026798944649E-4
0.0021000000000000003,6.435072464881994E-4
0.0028,6.435072464881994E-4
0.0035,6.423549212815784E-4
0.004200000000000001,6.423549212815784E-4
0.004900000000000001,6.415236160459691E-4
0.0056,6.415236160459691E-4
0.0063,6.415236160459691E-4
0.007,6.416580119966687E-4
0.0077,6.416580119966687E-4
0.008400000000000001,6.416580119966687E-4
0.0091,6.431153957550009E-4
0.009800000000000001,6.431153957550009E-4
0.0105,6.440287992338637E-4
0.0112,6.440287992338637E-4
0.0119,6.440287992338637E-4
0.0126,6.42718092745465E-4
0.013300000000000001,6.42718092745465E-4
0.014,6.449010340294228E-4
0.0147,6.449010340294228E-4
0.0154,6.606809521632977E-4
0.016100000000000003,6.606809521632977E-4
0.016800000000000002,6.606809521632977E-4
0.0175,7.162271493425918E-4
0.0182,7.162271493425918E-4
0.0189,8.646831752301372E-4
0.019600000000000003,8.646831752301372E-4
0.020300000000000002,0.0016604318712937884
