"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.620519216335806E-4
7.0E-4,6.61765572940743E-4
0.0014,6.61765572940743E-4
0.0021000000000000003,6.616647910068071E-4
0.0028,6.616647910068071E-4
0.0035,6.610136591965662E-4
0.004200000000000001,6.610136591965662E-4
0.004900000000000001,6.593501650327827E-4
0.0056,6.593501650327827E-4
0.0063,6.593501650327827E-4
0.007,6.595044262912667E-4
0.0077,6.595044262912667E-4
0.008400000000000001,6.595044262912667E-4
0.0091,6.610988456150855E-4
0.009800000000000001,6.610988456150855E-4
0.0105,6.622699416683515E-4
0.0112,6.622699416683515E-4
0.0119,6.622699416683515E-4
0.0126,6.635829491872605E-4
0.013300000000000001,6.635829491872605E-4
0.014,6.652500904648713E-4
0.0147,6.652500904648713E-4
0.0154,6.736150278192535E-4
0.016100000000000003,6.736150278192535E-4
0.016800000000000002,6.736150278192535E-4
0.0175,7.082862119737963E-4
0.0182,7.082862119737963E-4
0.0189,8.282398751119757E-4
0.019600000000000003,8.282398751119757E-4
0.020300000000000002,0.001591417282768702
