"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.474683611665004E-4
7.0E-4,6.472319490621895E-4
0.0014,6.472319490621895E-4
0.0021000000000000003,6.468218282210907E-4
0.0028,6.468218282210907E-4
0.0035,6.457734154559527E-4
0.004200000000000001,6.457734154559527E-4
0.004900000000000001,6.447751753292136E-4
0.0056,6.447751753292136E-4
0.0063,6.447751753292136E-4
0.007,6.451921870286994E-4
0.0077,6.451921870286994E-4
0.008400000000000001,6.451921870286994E-4
0.0091,6.480811207342815E-4
0.009800000000000001,6.480811207342815E-4
0.0105,6.495077497557787E-4
0.0112,6.495077497557787E-4
0.0119,6.495077497557787E-4
0.0126,6.474213934039202E-4
0.013300000000000001,6.474213934039202E-4
0.014,6.498756481658731E-4
0.0147,6.498756481658731E-4
0.0154,6.652089207380489E-4
0.016100000000000003,6.652089207380489E-4
0.016800000000000002,6.652089207380489E-4
0.0175,7.194802218752578E-4
0.0182,7.194802218752578E-4
0.0189,8.66307269270497E-4
0.019600000000000003,8.66307269270497E-4
0.020300000000000002,0.001663361877012552
