"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.779116191986374E-4
7.0E-4,6.780039423037159E-4
0.0014,6.780039423037159E-4
0.0021000000000000003,6.785202946556238E-4
0.0028,6.785202946556238E-4
0.0035,6.790130234952204E-4
0.004200000000000001,6.790130234952204E-4
0.004900000000000001,6.782038803360982E-4
0.0056,6.782038803360982E-4
0.0063,6.782038803360982E-4
0.007,6.798231812745406E-4
0.0077,6.798231812745406E-4
0.008400000000000001,6.798231812745406E-4
0.0091,6.819074869113611E-4
0.009800000000000001,6.819074869113611E-4
0.0105,6.842411761687116E-4
0.0112,6.842411761687116E-4
0.0119,6.842411761687116E-4
0.0126,6.8833488774516E-4
0.013300000000000001,6.8833488774516E-4
0.014,6.893945838842254E-4
0.0147,6.893945838842254E-4
0.0154,6.904589581223755E-4
0.016100000000000003,6.904589581223755E-4
0.016800000000000002,6.904589581223755E-4
0.0175,6.9311262438005E-4
0.0182,6.9311262438005E-4
0.0189,7.226529973262438E-4
0.019600000000000003,7.226529973262438E-4
0.020300000000000002,0.0013448077516718493
