"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,920.977879728982
0.06999999999999999,921.0688036420852
0.13999999999999999,921.0688036420852
0.21000000000000002,921.3722516718559
0.27999999999999997,921.3722516718559
0.35,922.4985906528418
0.42000000000000004,922.4985906528418
0.49000000000000005,923.969910735023
0.5599999999999999,923.969910735023
0.63,923.969910735023
0.7,923.9422450072306
0.77,923.9422450072306
0.8400000000000001,923.9422450072306
0.91,921.3102158093985
0.9800000000000001,921.3102158093985
1.05,919.6078872354246
1.1199999999999999,919.6078872354246
1.1900000000000002,919.6078872354246
1.26,919.7714135925738
1.33,919.7714135925738
1.4,918.1901560133924
1.47,918.1901560133924
1.54,908.1960202649274
1.6100000000000003,908.1960202649274
1.6800000000000002,908.1960202649274
1.7500000000000002,865.8975597181193
1.82,865.8975597181193
1.89,745.4289731255426
1.9600000000000002,745.4289731255426
2.0300000000000002,388.7206490422282
