"Radial: Direction [0,1,0] (cm)","Radial: Temperature (K)"
0.0,62.01318636608763
0.06999999999999999,63.010805326107764
0.13999999999999999,63.010805326107764
0.21000000000000002,65.97458714968215
0.27999999999999997,65.97458714968215
0.35,71.97702020511123
0.42000000000000004,71.97702020511123
0.49000000000000005,82.15838190637105
0.5599999999999999,82.15838190637105
0.63,82.15838190637105
0.7,109.66354845013065
0.77,109.66354845013065
0.8400000000000001,109.66354845013065
0.91,153.1724495139341
0.9800000000000001,153.1724495139341
1.05,235.40603050199033
1.1199999999999999,235.40603050199033
1.1900000000000002,235.40603050199033
1.26,369.4657914467107
1.33,369.4657914467107
1.4,523.0612275630181
1.47,523.0612275630181
1.54,745.6312501106419
1.6100000000000003,745.6312501106419
1.6800000000000002,745.6312501106419
1.7500000000000002,932.7267162229723
1.82,932.7267162229723
1.89,1063.6693888810257
1.9600000000000002,1063.6693888810257
2.0300000000000002,660.8465367426633
