"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.846958071811209E-4
7.0E-4,6.847440265318495E-4
0.0014,6.847440265318495E-4
0.0021000000000000003,6.84785090765445E-4
0.0028,6.84785090765445E-4
0.0035,6.845685248677104E-4
0.004200000000000001,6.845685248677104E-4
0.004900000000000001,6.82813571654689E-4
0.0056,6.82813571654689E-4
0.0063,6.82813571654689E-4
0.007,6.83054842422676E-4
0.0077,6.83054842422676E-4
0.008400000000000001,6.83054842422676E-4
0.0091,6.843617787254619E-4
0.009800000000000001,6.843617787254619E-4
0.0105,6.85623339575214E-4
0.0112,6.85623339575214E-4
0.0119,6.85623339575214E-4
0.0126,6.889285292884683E-4
0.013300000000000001,6.889285292884683E-4
0.014,6.90248698056123E-4
0.0147,6.90248698056123E-4
0.0154,6.912890528258011E-4
0.016100000000000003,6.912890528258011E-4
0.016800000000000002,6.912890528258011E-4
0.0175,6.930072447998945E-4
0.0182,6.930072447998945E-4
0.0189,7.160908054511508E-4
0.019600000000000003,7.160908054511508E-4
0.020300000000000002,0.0013126097216518548
