"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.981784105434655E-4
7.0E-4,6.980203736914991E-4
0.0014,6.980203736914991E-4
0.0021000000000000003,6.97528305571362E-4
0.0028,6.97528305571362E-4
0.0035,6.965466080962857E-4
0.004200000000000001,6.965466080962857E-4
0.004900000000000001,6.931748305685642E-4
0.0056,6.931748305685642E-4
0.0063,6.931748305685642E-4
0.007,6.919546045851668E-4
0.0077,6.919546045851668E-4
0.008400000000000001,6.919546045851668E-4
0.0091,6.926138579467374E-4
0.009800000000000001,6.926138579467374E-4
0.0105,6.925810759250477E-4
0.0112,6.925810759250477E-4
0.0119,6.925810759250477E-4
0.0126,6.947629786179991E-4
0.013300000000000001,6.947629786179991E-4
0.014,6.955542144674706E-4
0.0147,6.955542144674706E-4
0.0154,6.964901777624226E-4
0.016100000000000003,6.964901777624226E-4
0.016800000000000002,6.964901777624226E-4
0.0175,6.973499311662095E-4
0.0182,6.973499311662095E-4
0.0189,7.085740353549381E-4
0.019600000000000003,7.085740353549381E-4
0.020300000000000002,0.0012356900565179214
