"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.127917492412376E-4
7.0E-4,6.127641295862367E-4
0.0014,6.127641295862367E-4
0.0021000000000000003,6.122011037234191E-4
0.0028,6.122011037234191E-4
0.0035,6.115865103756646E-4
0.004200000000000001,6.115865103756646E-4
0.004900000000000001,6.139544757805146E-4
0.0056,6.139544757805146E-4
0.0063,6.139544757805146E-4
0.007,6.149298582322486E-4
0.0077,6.149298582322486E-4
0.008400000000000001,6.149298582322486E-4
0.0091,6.185712777364311E-4
0.009800000000000001,6.185712777364311E-4
0.0105,6.200459968049275E-4
0.0112,6.200459968049275E-4
0.0119,6.200459968049275E-4
0.0126,6.200268117978578E-4
0.013300000000000001,6.200268117978578E-4
0.014,6.239223827851118E-4
0.0147,6.239223827851118E-4
0.0154,6.453248870062578E-4
0.016100000000000003,6.453248870062578E-4
0.016800000000000002,6.453248870062578E-4
0.0175,7.139567319211208E-4
0.0182,7.139567319211208E-4
0.0189,8.764793052162972E-4
0.019600000000000003,8.764793052162972E-4
0.020300000000000002,0.0016774761359508435
