"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.51055653859267E-4
7.0E-4,6.512322142304555E-4
0.0014,6.512322142304555E-4
0.0021000000000000003,6.506706708849153E-4
0.0028,6.506706708849153E-4
0.0035,6.494682801241715E-4
0.004200000000000001,6.494682801241715E-4
0.004900000000000001,6.475970544776687E-4
0.0056,6.475970544776687E-4
0.0063,6.475970544776687E-4
0.007,6.476492904677265E-4
0.0077,6.476492904677265E-4
0.008400000000000001,6.476492904677265E-4
0.0091,6.501573866450005E-4
0.009800000000000001,6.501573866450005E-4
0.0105,6.518233344251495E-4
0.0112,6.518233344251495E-4
0.0119,6.518233344251495E-4
0.0126,6.525742107678034E-4
0.013300000000000001,6.525742107678034E-4
0.014,6.54317968735141E-4
0.0147,6.54317968735141E-4
0.0154,6.667824094016545E-4
0.016100000000000003,6.667824094016545E-4
0.016800000000000002,6.667824094016545E-4
0.0175,7.156190473540165E-4
0.0182,7.156190473540165E-4
0.0189,8.553902946789677E-4
0.019600000000000003,8.553902946789677E-4
0.020300000000000002,0.0016385981139451608
