"Radial: Direction [0,100,0] (m)","Radial: Density (kg/m^3)"
0.0,6.528670722145137E-4
7.0E-4,6.529101471789825E-4
0.0014,6.529101471789825E-4
0.0021000000000000003,6.524027733899854E-4
0.0028,6.524027733899854E-4
0.0035,6.512512029241762E-4
0.004200000000000001,6.512512029241762E-4
0.004900000000000001,6.497559159045321E-4
0.0056,6.497559159045321E-4
0.0063,6.497559159045321E-4
0.007,6.493814872325246E-4
0.0077,6.493814872325246E-4
0.008400000000000001,6.493814872325246E-4
0.0091,6.532308870714074E-4
0.009800000000000001,6.532308870714074E-4
0.0105,6.542495083408517E-4
0.0112,6.542495083408517E-4
0.0119,6.542495083408517E-4
0.0126,6.538338397599104E-4
0.013300000000000001,6.538338397599104E-4
0.014,6.55141894849169E-4
0.0147,6.55141894849169E-4
0.0154,6.650633390714061E-4
0.016100000000000003,6.650633390714061E-4
0.016800000000000002,6.650633390714061E-4
0.0175,7.069921576025614E-4
0.0182,7.069921576025614E-4
0.0189,8.380475026441201E-4
0.019600000000000003,8.380475026441201E-4
0.020300000000000002,0.0016067145445200482
